"FamilyID_idx";"GenusID";"Extinct";"GenusSc";"Authority";"Code";"Comment"
8026;8233;;"Margarobyas";"Olson & Suárez, 2008";"TAX";"New genus name required for Gymnoglaux, which is a junior synonym of Gymnasio, which is referable to Megascops nudipes (AOU 54th supplement)."
8026;8235;;"Ptilopsis";"Kaup, 1848";;
8026;8238;;"Bubo";"Duméril, 1805";"PHY";"Bubo is biphyletic, with lacteus, shelleyi, sumatranus, nipalensis, philippensis and blakistoni grouped with Ketupa (Fjeldså pers. comm., Wink et al. 2011)."
8026;8305;;"Ketupa";"Lesson, R, 1830";;
8026;8315;;"Scotopelia";"Bonaparte, 1850";;
8026;8319;;"Strix";"Linnaeus, 1758";"TAX";"Includes Ciccaba. SACC needs proposal."
8026;8407;;"Jubula";"Bates, 1929";;
8026;8409;;"Lophostrix";"Lesson, R, 1836";;
8026;8414;;"Pulsatrix";"Kaup, 1848";;
8026;8426;;"Surnia";"Duméril, 1805";;
8026;8431;;"Glaucidium";"Boie, F, 1826";;
8026;8509;;"Xenoglaux";"O'Neill & Graves, GR, 1977";;
8026;8511;;"Micrathene";"Coues, 1866";;
8026;8517;;"Athene";"Boie, F, 1822";;
8026;8559;;"Aegolius";"Kaup, 1829";;
8026;8577;;"Ninox";"Hodgson, 1837";;
8026;8663;;"Uroglaux";"Mayr, 1937";;
8026;8665;"1";"Sceloglaux";"Kaup, 1848";;
8026;8669;;"Pseudoscops";"Kaup, 1848";;
8026;8676;;"Nesasio";"Peters, JL, 1937";;
8026;8678;;"Asio";"Brisson, 1760";;
8713;8714;;"Colius";"Brisson, 1760";;
8713;8740;;"Urocolius";"Bonaparte, 1854";;
8756;8757;;"Leptosomus";"Vieillot, 1816";;
8764;8765;;"Euptilotis";"Gould, 1858";;
8764;8767;;"Pharomachrus";"La Llave, 1832";;
8764;8779;;"Priotelus";"Gray, GR, 1840";;
8764;8784;;"Trogon";"Brisson, 1760";;
8764;8855;;"Apaloderma";"Swainson, 1833";;
8764;8863;;"Apalharpactes";"Bonaparte, 1854";;
8764;8866;;"Harpactes";"Swainson, 1833";;
8907;8908;;"Upupa";"Linnaeus, 1758";;
8920;8921;;"Phoeniculus";"Jarocki, 1821";;
8920;8942;;"Rhinopomastus";"Jardine, 1828";;
8955;8956;;"Bucorvus";"Lesson, R, 1830";;
8960;8961;;"Tockus";"Lesson, R, 1830";;
8960;8974;;"Lophoceros";"Hemprich & Ehrenberg, 1833";"PHY, TAX";"The whistling species of Tockus are separated to Lophoceros (Gonzalez et al. 2013a,b)."
8960;8988;;"Bycanistes";"Cabanis & Heine, 1860";;
8960;9000;;"Ceratogymna";"Bonaparte, 1854";;
8960;9003;;"Horizocerus";"Oberholser, 1899";"TAX";"Horizocerus Oberholser,1899 has priority over Tropicranus Sclater, WL,1922 when Black Dwarf Hornbill and White-crested Hornbill are treated as congeneric (Gonzales et al. 2013b)."
8960;9011;;"Berenicornis";"Bonaparte, 1850";;
8960;9013;;"Buceros";"Linnaeus, 1758";;
8960;9023;;"Rhinoplax";"Gloger, 1841";;
8960;9025;;"Anthracoceros";"Reichenbach, 1849";;
8960;9033;;"Ocyceros";"Hume, 1873";;
8960;9037;;"Anorrhinus";"Reichenbach, 1849";;
8960;9041;;"Aceros";"Hodgson, 1844";;
8960;9043;;"Rhyticeros";"Reichenbach, 1849";;
8960;9050;;"Rhabdotorrhinus";"Meyer, AB & Wiglesworth, 1895";"PHY, TAX";"The ""wrinkled"" species of Aceros are separated to the genus Rhabdotorrhinus (Gonzalez et al. 2013a,b)."
8960;9059;;"Penelopides";"Reichenbach, 1849";;
9073;9074;;"Coracias";"Linnaeus, 1758";;
9073;9092;;"Eurystomus";"Vieillot, 1816";;
9114;9115;;"Brachypteracias";"Lafresnaye, 1834";;
9114;9117;;"Geobiastes";"Sharpe, 1871";;
9114;9119;;"Atelornis";"Pucheran, 1846";;
9114;9122;;"Uratelornis";"Rothschild, 1895";;
9125;9126;;"Actenoides";"Bonaparte, 1850";;
9125;9145;;"Melidora";"Lesson, R, 1830";;
9125;9150;;"Lacedo";"Reichenbach, 1851";;
9125;9155;;"Tanysiptera";"Vigors, 1825";;
9125;9184;;"Cittura";"Kaup, 1848";;
9125;9188;;"Clytoceyx";"Sharpe, 1880";;
9125;9190;;"Dacelo";"Leach, 1815";;
9125;9204;;"Caridonax";"Cabanis & Heine, 1860";;
9125;9206;;"Pelargopsis";"Gloger, 1841";;
9125;9226;;"Halcyon";"Swainson, 1821";;
9125;9272;;"Todiramphus";"Lesson, R, 1827";;
9125;9381;;"Syma";"Lesson, R, 1827";;
9125;9389;;"Ispidina";"Kaup, 1848";;
9125;9397;;"Corythornis";"Kaup, 1848";"PHY, TAX";"Corythornis kingfishers are sister to Ispidina (lecontei + picta); separate this clade from Alcedo (Moyle et al. 2007; Fjeldså pers. comm.)."
9125;9414;;"Alcedo";"Linnaeus, 1758";;
9125;9438;;"Ceyx";"Lacépède, 1799";;
9125;9490;;"Chloroceryle";"Kaup, 1848";"SEQ";"Sequence follows Moyle (2006); Chesser et al. (2020); NACC 2020-A-13."
9125;9504;;"Megaceryle";"Kaup, 1848";;
9125;9518;;"Ceryle";"Boie, F, 1828";;
9526;9527;;"Todus";"Brisson, 1760";;
9534;9535;;"Hylomanes";"Lichtenstein, MHK, 1839";;
9534;9540;;"Aspatha";"Sharpe, 1892";;
9534;9542;;"Momotus";"Brisson, 1760";;
9534;9572;;"Baryphthengus";"Cabanis & Heine, 1860";;
9534;9577;;"Electron";"Gistel, 1848";;
9534;9586;;"Eumomota";"Sclater, PL, 1858";;
9596;9597;;"Nyctyornis";"Jardine & Selby, 1830";;
9596;9602;;"Meropogon";"Bonaparte, 1850";;
9596;9604;;"Merops";"Linnaeus, 1758";;
9665;9666;;"Galbalcyrhynchus";"Des Murs, 1845";;
9665;9669;;"Brachygalba";"Bonaparte, 1854";;
9665;9681;;"Jacamaralcyon";"Lesson, R, 1830";;
9665;9683;;"Galbula";"Brisson, 1760";;
9665;9708;;"Jacamerops";"Lesson, R, 1830";;
9715;9716;;"Notharchus";"Cabanis & Heine, 1863";;
9715;9728;;"Bucco";"Brisson, 1760";;
9715;9736;;"Nystalus";"Cabanis & Heine, 1863";;
9715;9747;;"Hypnelus";"Cabanis & Heine, 1863";;
9715;9756;;"Malacoptila";"Gray, GR, 1841";;
9715;9772;;"Micromonacha";"Sclater, PL, 1881";;
9715;9774;;"Nonnula";"Sclater, PL, 1854";;
9715;9795;;"Hapaloptila";"Sclater, PL, 1881";;
9715;9797;;"Monasa";"Vieillot, 1816";;
9715;9811;;"Chelidoptera";"Gould, 1837";;
9817;9818;;"Capito";"Vieillot, 1816";;
9817;9843;;"Eubucco";"Bonaparte, 1850";;
9862;9863;;"Semnornis";"Richmond, 1900";"PHY";"Semnornis barbets are treated as separate family Semnornithidae to reflect phylogeny (SACC 7; NACC 2010)."
9869;9870;;"Aulacorhynchus";"Gould, 1835";;
9869;9903;;"Pteroglossus";"Illiger, 1811";;
9869;9933;;"Selenidera";"Gould, 1837";;
9869;9942;;"Andigena";"Gould, 1851";;
9869;9952;;"Ramphastos";"Linnaeus, 1758";;
9975;9976;;"Psilopogon";"Müller, S, 1836";"PHY, TAX";"Genus Psilopogon takes precedence over Megalaima and is therefore used, given that Fire-tufted Barbet is embedded in the latter as sister to Great Barbet (Moyle et al. 2004; H&M 4)."
9975;10061;;"Caloramphus";"Lesson, R, 1839";"TAX";"Correction: Genus of Brown Barbet is Caloramphus, not Calorhamphus (H&M 3rd corrigenda 6)."
10067;10068;;"Gymnobucco";"Bonaparte, 1850";;
10067;10078;;"Stactolaema";"Marshall, CHT & Marshall, GFL, 1870";;
10067;10100;;"Pogoniulus";"Lafresnaye, 1842";;
10067;10132;;"Buccanodon";"Gray, GR, 1855";;
10067;10134;;"Tricholaema";"Verreaux, J & Verreaux, E, 1855";;
10067;10156;;"Lybius";"Hermann, 1783";;
10067;10193;;"Trachyphonus";"Ranzani, 1821";;
10215;10216;;"Prodotiscus";"Sundevall, 1850";;
10215;10227;;"Melignomon";"Reichenow, 1898";;
10215;10230;;"Indicator";"Stephens, 1815";;
10215;10260;;"Melichneutes";"Reichenow, 1910";;
10263;10264;;"Jynx";"Linnaeus, 1758";;
10263;10276;;"Picumnus";"Temminck, 1825";;
10263;10359;;"Sasia";"Hodgson, 1837";;
10263;10368;;"Nesoctites";"Hargitt, 1890";;
10263;10372;;"Hemicircus";"Swainson, 1837";"PHY";"Hemicircus follows Nesoctites early in sequence as a basal branch of woodpeckers (Fuchs et al. 2007)."
10263;10377;;"Melanerpes";"Swainson, 1832";;
10263;10437;;"Sphyrapicus";"Baird, SF, 1858";;
10263;10446;;"Xiphidiopicus";"Bonaparte, 1854";;
10263;10450;;"Pardipicus";"Bonaparte, 1854";"TAX, PHY, SEQ";"Genus Pardipicus resurrected for Campethera nivosa and C. caroli, which form a sister clade to Campethera + Geocolaptes (Fuchs et al. 2017; Dowsett & Gregory 2018). Sequence of Pardipicus wiithin Picidae modified to follow Fuchs et al. (2017). Note gender ending."
10263;10458;;"Geocolaptes";"Swainson, 1832";"SEQ";"Sequence of genus Geocolaptes wiithin Picidae modified to follow Fuchs et al. (2017)."
10263;10460;;"Campethera";"Gray, GR, 1841";;
10263;10490;;"Yungipicus";"Bonaparte, 1854";"PHY, TAX";"Classification of pied woodpecker assemblage (Dendropicini) follows Fuchs & Pons (2015). Yungipicus includes species previously in Dendrocopos (Fuchs & Pons 2015)."
10263;10528;;"Picoides";"Lacépède, 1799";;
10263;10543;;"Dendrocoptes";"Cabanis & Heine, 1863";"PHY, TAX";"Dendrocoptes includes species previously in Dendrocopos (Fuchs & Pons 2015)."
10263;10551;;"Leiopicus";"Bonaparte, 1854";"PHY, TAX";"Yellow-crowned Woodpecker relationships uncertain. Treated here tentatively as monotypic genus Leiopicus, possibly related to Dendropicos pyrrhogaster (Fuchs & Pons 2015)."
10263;10555;;"Chloropicus";"Malherbe, 1845";"PHY, TAX";"Chloropicus has priority over Dendropicos for these three species (H&M 4; Fuchs & Pons 2015)."
10263;10562;;"Dendropicos";"Malherbe, 1849";;
10263;10602;;"Dryobates";"Boie, F, 1826";"PHY, TAX";"Dryobates includes species previously assigned to Dendrocopos (minor) and Picoides (Fuchs & Pons 2015)."
10263;10643;;"Veniliornis";"Bonaparte, 1854";;
10263;10688;;"Leuconotopicus";"Malherbe, 1845";"PHY, TAX";"Leuconotopicus includes species previously assigned to Picoides (Fuchs & Pons 2015)."
10263;10721;;"Dendrocopos";"Koch, 1816";"PHY, TAX";"Genus Dendrocopos was polyphyletic; revised following Fuchs et al. (2015)."
10263;10788;;"Piculus";"Spix, 1824";;
10263;10805;;"Colaptes";"Vigors, 1825";;
10263;10876;;"Celeus";"Boie, F, 1831";"PHY";"See Benz & Robbins (2011) for phylogeny of Celeus species."
10263;10918;;"Dryocopus";"Boie, F, 1826";;
10263;10949;;"Campephilus";"Gray, GR, 1840";;
10263;10976;;"Chrysophlegma";"Gould, 1850";"TAX";"Move Banded Woodpecker, Checker-throated Woodpecker, and Greater Yellownape from Picus to Chrysophlegma (Fuchs et al. 2008)."
10263;10994;;"Picus";"Linnaeus, 1758";;
10263;11041;;"Dinopium";"Rafinesque, 1814";;
10263;11059;;"Chrysocolaptes";"Blyth, 1843";;
10263;11080;;"Gecinulus";"Blyth, 1845";;
10263;11091;;"Blythipicus";"Bonaparte, 1854";;
10263;11099;;"Reinwardtipicus";"Bonaparte, 1854";;
10263;11103;;"Micropternus";"Blyth, 1845";;
10263;11115;;"Meiglyptes";"Swainson, 1837";;
10263;11126;;"Mulleripicus";"Bonaparte, 1854";;
11139;11140;;"Cariama";"Brisson, 1760";;
11139;11142;;"Chunga";"Hartlaub, 1860";;
11146;11147;;"Daptrius";"Vieillot, 1816";;
11146;11149;;"Ibycter";"Vieillot, 1816";;
11146;11151;;"Phalcoboenus";"d'Orbigny, 1834";;
11146;11156;;"Caracara";"Merrem, 1826";;
11146;11160;;"Milvago";"Spix, 1824";;
11146;11167;;"Herpetotheres";"Vieillot, 1817";;
11146;11171;;"Micrastur";"Gray, GR, 1841";;
11146;11187;;"Spiziapteryx";"Kaup, 1852";;
11146;11189;;"Polihierax";"Kaup, 1847";;
11146;11197;;"Microhierax";"Sharpe, 1874";;
11146;11207;;"Falco";"Linnaeus, 1758";;
11338;11339;;"Strigops";"Gray, GR, 1845";;
11338;11341;;"Nestor";"Lesson, R, 1830";"PHY, TAX";"Joseph et al. (2012) proposed recognition of family Nestoridae."
11348;11349;;"Nymphicus";"Wagler, 1832";;
11348;11351;;"Calyptorhynchus";"Desmarest, 1826";;
11348;11362;;"Zanda";"Mathews, 1913";"TAX, PHY";"Genetic divergence from other species within Calyptorhynchus supports generic recognition of Zanda for funerea, baudinii and latirostris (White et al. 2011)."
11348;11369;;"Probosciger";"Kuhl, 1820";;
11348;11375;;"Callocephalon";"Lesson, R, 1837";;
11348;11377;;"Eolophus";"Bonaparte, 1854";;
11348;11382;;"Lophochroa";"Bonaparte, 1857";"TAX";"Separate Major Mitchell's Cockatoo from Cacatua to Lophochroa (Brown & Toft 1999; Christidis & Boles 2008; Joseph et al. 2012)."
11348;11386;;"Cacatua";"Vieillot, 1817";;
11414;11415;;"Psittacus";"Linnaeus, 1758";;
11414;11420;;"Poicephalus";"Swainson, 1837";;
11414;11448;;"Touit";"Gray, GR, 1855";;
11414;11459;;"Psilopsiagon";"Ridgway, 1912";;
11414;11466;;"Bolborhynchus";"Bonaparte, 1857";;
11414;11472;;"Nannopsittaca";"Ridgway, 1912";;
11414;11475;;"Myiopsitta";"Bonaparte, 1854";;
11414;11481;;"Brotogeris";"Vigors, 1825";;
11414;11504;;"Pionopsitta";"Bonaparte, 1854";;
11414;11506;;"Triclaria";"Wagler, 1832";;
11414;11508;;"Pyrilia";"Bonaparte, 1856";;
11414;11520;;"Hapalopsittaca";"Ridgway, 1912";;
11414;11530;;"Pionus";"Wagler, 1832";;
11414;11552;;"Graydidascalus";"Bonaparte, 1854";;
11414;11554;;"Alipiopsitta";"Caparroz & Pacheco, 2006";;
11414;11556;;"Amazona";"Lesson, R, 1830";;
11414;11620;;"Forpus";"Boie, F, 1858";"SEQ";"Sequence follows Smith et al. (2013); Chesser et al. (2020), NACC 2020-A-13."
11414;11645;;"Pionites";"Heine, 1890";;
11414;11653;;"Deroptyus";"Wagler, 1832";;
11414;11657;;"Pyrrhura";"Bonaparte, 1856";;
11414;11717;;"Enicognathus";"Gray, GR, 1840";;
11414;11722;;"Cyanoliseus";"Bonaparte, 1854";;
11414;11728;;"Anodorhynchus";"Spix, 1824";;
11414;11732;;"Rhynchopsitta";"Bonaparte, 1854";;
11414;11735;;"Eupsittula";"Bonaparte, 1853";"PHY";"Separation of Eupsittula from Aratinga follows Remsen et al. (2013)."
11414;11763;"1";"Conuropsis";"Salvadori, 1891";"PHY, SEQ";"Carolina Parakeet treated as sister to Aratinga parakeets (Kirchman et al. 2012; H&M 4). Joseph et al. (2012) treat as incertae sedis."
11414;11767;;"Aratinga";"Spix, 1824";"PHY, TAX";"Revise traditional Aratinga into 4 genera following Remsen et al. (2013); sequence provisional pending revised classification of Psittacidae."
11414;11776;;"Cyanopsitta";"Bonaparte, 1854";;
11414;11778;;"Orthopsittaca";"Ridgway, 1912";;
11414;11780;;"Primolius";"Bonaparte, 1857";;
11414;11784;;"Ara";"Lacépède, 1799";"SEQ";"Sequence follows Johansson et al. (2018); Chesser et al. (2020), NACC 2020-B-06."
11414;11801;;"Leptosittaca";"Berlepsch & Stolzmann, 1894";;
11414;11803;;"Ognorhynchus";"Bonaparte, 1857";;
11414;11805;;"Guaruba";"Lesson, R, 1830";"TAX";"Correct Guarouba to Guaruba (H&M 3rd corrigenda 8)."
11414;11807;;"Diopsittaca";"Ridgway, 1912";;
11414;11812;;"Thectocercus";"Ridgway, 1912";"PHY, TAX";"Separation of Blue-crowned Parakeet from Aratinga to Thectocercus follows Remsen et al. (2013); SACC 578; see also Urantowka et al. (2012). H&M 4 include in Psittacara."
11414;11819;;"Psittacara";"Vigors, 1825";"PHY, TAX";"Separation of Psittacara from Aratinga follows Remsen et al. (2013)."
11846;11847;;"Psittrichas";"Lesson, R, 1831";;
11846;11849;"1";"Mascarinus";"Lesson, R, 1830";"TAX";"Kundu et al. (2012) merge Mascarinus with Coracopsis, but see Joseph et al. (2012); Podsiadlowski et al. (2016). Related to Psittacula."
11846;11851;;"Coracopsis";"Wagler, 1832";;
11846;11861;;"Micropsitta";"Lesson, R, 1831";;
11846;11888;;"Polytelis";"Wagler, 1832";;
11846;11894;;"Alisterus";"Mathews, 1911";;
11846;11909;;"Aprosmictus";"Gould, 1842";;
11846;11916;;"Prioniturus";"Wagler, 1832";;
11846;11934;;"Eclectus";"Wagler, 1832";;
11846;11944;;"Geoffroyus";"Bonaparte, 1850";;
11846;11967;;"Psittinus";"Blyth, 1842";;
11846;11972;;"Tanygnathus";"Wagler, 1832";;
11846;11991;;"Psittacula";"Cuvier, 1800";"PHY, TAX";"Psittacula may be paraphyletic relative to Tanygnathus and Psittinus. See Braun et al. (2016) for a phylogeny of Psittacula and allies."
11846;12034;;"Psittacella";"Schlegel, 1871";;
11846;12050;;"Psephotus";"Gould, 1845";;
11846;12054;;"Northiella";"Mathews, 1912";;
11846;12060;;"Psephotellus";"Mathews, 1913";"PHY, TAX";"Separate Mulga Parrot and allies from Psephotus to Psephotellus (Joseph et al. 2012)."
11846;12065;;"Purpureicephalus";"Bonaparte, 1854";;
11846;12067;;"Platycercus";"Vigors, 1825";;
11846;12092;;"Barnardius";"Bonaparte, 1854";;
11846;12099;;"Lathamus";"Lesson, R, 1830";;
11846;12101;;"Prosopeia";"Bonaparte, 1854";"TAX";"Conserve Prosopeia Bonaparte, 1854 for the Fijian shining parrots which at times is replaced by Pyrrhulopsis Reichenbach, 1850 (Schodde et al. ICZN case 3640, 2013)."
11846;12107;;"Eunymphicus";"Peters, JL, 1937";;
11846;12110;;"Cyanoramphus";"Bonaparte, 1854";;
11846;12126;;"Pezoporus";"Illiger, 1811";;
11846;12132;;"Neopsephotus";"Mathews, 1912";;
11846;12134;;"Neophema";"Salvadori, 1891";;
11846;12145;;"Oreopsittacus";"Salvadori, 1877";;
11846;12150;;"Charmosyna";"Wagler, 1832";;
11846;12181;;"Vini";"Lesson, R, 1833";;
11846;12187;;"Phigys";"Gray, GR, 1870";;
11846;12189;;"Neopsittacus";"Salvadori, 1875";;
11846;12192;;"Parvipsitta";"Mathews, 1916";"PHY, TAX";"Little Lorikeet and Purple-crowned Lorikeet are separated from Glossopsitta to Parvipsitta following Schweizer et al. (2015)."
11846;12195;;"Lorius";"Vigors, 1825";;
11846;12215;;"Chalcopsitta";"Bonaparte, 1850";;
11846;12225;;"Pseudeos";"Peters, JL, 1935";;
11846;12228;;"Psitteuteles";"Bonaparte, 1854";;
11846;12234;;"Eos";"Wagler, 1832";;
11846;12249;;"Trichoglossus";"Stephens, 1826";;
11846;12280;;"Glossopsitta";"Bonaparte, 1854";"PHY, SEQ";"Sister to Trichoglossus assemblage (Joseph et al. 2012)."
11846;12284;;"Melopsittacus";"Gould, 1840";;
11846;12286;;"Psittaculirostris";"Gray, JE & Gray, GR, 1859";;
11846;12295;;"Cyclopsitta";"Reichenbach, 1850";;
11846;12311;;"Bolbopsittacus";"Salvadori, 1891";;
11846;12317;;"Loriculus";"Blyth, 1849";;
11846;12351;;"Agapornis";"Selby, 1836";;
11846;12370;"2";"Lophopsittacus";"Newton, A, 1875";"PHY";"Relationships uncertain (Joseph et al. 2012)."
11846;12372;"2";"Necropsittacus";"Milne-Edwards, 1873";"PHY";"Relationships uncertain (Joseph et al. 2012)."
12376;12377;;"Acanthisitta";"Lafresnaye, 1842";;
12376;12381;;"Xenicus";"Gray, GR, 1855";;
12376;12387;"1";"Traversia";"Rothschild, 1894";"TAX";"Genus Traversia is basal to the other members of Acanthisittidae (Mitchell et al. 2016)."
12390;12391;;"Sapayoa";"Hartert, 1903";;
12394;12395;;"Philepitta";"Geoffroy Saint-Hilaire, I, 1838";;
12394;12398;;"Neodrepanis";"Sharpe, 1875";;
12402;12403;;"Pseudocalyptomena";"Rothschild, 1909";;
12402;12405;;"Psarisomus";"Swainson, 1837";;
12402;12412;;"Corydon";"Lesson, R, 1828";;
12402;12417;;"Sarcophanops";"Gould, 1877";"TAX";"MOVE Eurylaimus steerii and E. samarensis to Sarcophanops (Dekker & Dickinson 2000; Irestedt et al. 2006)."
12402;12420;;"Serilophus";"Swainson, 1837";;
12402;12430;;"Cymbirhynchus";"Vigors, 1830";;
12402;12436;;"Eurylaimus";"Horsfield, 1821";;
12444;12445;;"Smithornis";"Bonaparte, 1850";;
12444;12463;;"Calyptomena";"Horsfield, 1822";;
12471;12472;;"Hydrornis";"Blyth, 1843";"TAX";"Adoption of Hydrornis follows Irestedt et al. (2006)."
12471;12502;;"Erythropitta";"Bonaparte, 1854";"TAX";"Adoption of Erythropitta follows Irestedt et al. (2006)."
12471;12538;;"Pitta";"Vieillot, 1816";;
12587;12588;;"Sclerurus";"Swainson, 1827";;
12587;12625;;"Geositta";"Swainson, 1837";;
12587;12659;;"Certhiasomus";"Derryberry et al., 2010";"TAX, PHY";"Certhiasomus, a new genus of woodcreeper, is described for D. stictolaema, which is not sister to Long-tailed Woodcreeper. Note gender agreement (Derryberry et al. 2010; SACC 435)."
12587;12664;;"Sittasomus";"Swainson, 1827";;
12587;12681;;"Deconychura";"Cherrie, 1891";;
12587;12690;;"Dendrocincla";"Gray, GR, 1840";;
12587;12726;;"Glyphorynchus";"Wied-Neuwied, 1831";;
12587;12741;;"Dendrexetastes";"Eyton, 1851";;
12587;12747;;"Nasica";"Lesson, R, 1830";;
12587;12749;;"Dendrocolaptes";"Hermann, 1804";;
12587;12778;;"Hylexetastes";"Sclater, PL, 1889";;
12587;12786;;"Xiphocolaptes";"Lesson, R, 1840";;
12587;12823;;"Xiphorhynchus";"Swainson, 1827";;
12587;12895;;"Dendroplex";"Swainson, 1827";"PHY, TAX";"Move Straight-billed Woodcreeper and Zimmer's Woodcreeper from Xiphorhynchus to Dendroplex (Aleixo 2002; Aleixo et al. 2007; SACC 316)."
12587;12911;;"Campylorhamphus";"Bertoni, AW, 1901";;
12587;12939;;"Drymotoxeres";"Claramunt, Derryberry, Chesser, Aleixo & Brumfield, 2010";;
12587;12941;;"Drymornis";"Eyton, 1852";;
12587;12943;;"Lepidocolaptes";"Reichenbach, 1853";;
12587;12987;;"Xenops";"Illiger, 1811";;
12587;13015;;"Berlepschia";"Ridgway, 1887";;
12587;13017;;"Microxenops";"Chapman, 1914";;
12587;13019;;"Pygarrhichas";"Burmeister, 1837";;
12587;13021;;"Ochetorhynchus";"Meyen, 1834";;
12587;13031;;"Pseudocolaptes";"Reichenbach, 1853";;
12587;13043;;"Premnornis";"Ridgway, 1909";;
12587;13047;;"Tarphonomus";"Chesser & Brumfield, 2007";"PHY, TAX";"Move Bolivian Earthcreeper and Chaco Earthcreeper from Upucerthia to Tarphonomus (Chesser & Brumfield 2007; SACC 323)."
12587;13053;;"Furnarius";"Vieillot, 1816";;
12587;13074;;"Lochmias";"Swainson, 1827";;
12587;13082;;"Phleocryptes";"Cabanis & Heine, 1860";;
12587;13088;;"Limnornis";"Gould, 1839";;
12587;13090;;"Geocerthia";"Chesser & Claramunt, 2009";;
12587;13094;;"Upucerthia";"Geoffroy Saint-Hilaire, I, 1832";;
12587;13105;;"Cinclodes";"Gray, GR, 1840";"PHY, SEQ";"Sequence of Cinclodes species aligns with genetic data (SACC 414)."
12587;13142;;"Anabazenops";"Lafresnaye, 1840";;
12587;13145;;"Megaxenops";"Reiser, 1905";;
12587;13147;;"Cichlocolaptes";"Reichenbach, 1853";;
12587;13152;;"Heliobletus";"Reichenbach, 1853";;
12587;13156;;"Philydor";"Spix, 1824";;
12587;13169;;"Anabacerthia";"Lafresnaye, 1840";;
12587;13187;;"Syndactyla";"Reichenbach, 1853";;
12587;13212;;"Ancistrops";"Sclater, PL, 1862";;
12587;13214;;"Dendroma";"Swainson, 1837";"TAX, PHY";"Genus Dendroma resurrected for two deeply divergent species formerly in Philydor (Derryberry et al. 2011; SACC 819; Chesser et al. 2020, NACC 2020-B-1)."
12587;13226;;"Clibanornis";"Sclater, PL & Salvin, 1873";;
12587;13247;;"Thripadectes";"Sclater, PL, 1862";;
12587;13268;;"Automolus";"Reichenbach, 1853";;
12587;13299;;"Premnoplex";"Cherrie, 1891";;
12587;13310;;"Margarornis";"Reichenbach, 1853";;
12587;13320;;"Aphrastura";"Oberholser, 1899";;
12587;13326;;"Sylviorthorhynchus";"Gay, 1845";;
12587;13329;;"Leptasthenura";"Reichenbach, 1853";;
12587;13356;;"Phacellodomus";"Reichenbach, 1853";;
12587;13375;;"Hellmayrea";"Stolzmann, 1926";;
12587;13381;;"Anumbius";"d'Orbigny & Lafresnaye, 1838";;
12587;13383;;"Coryphistera";"Burmeister, 1860";;
12587;13387;;"Asthenes";"Reichenbach, 1853";"PHY, TAX";"Includes Oreophylax and Schizoeaca (thistletails) as members of a broadly defined clade of Asthenes canasteros (SACC 434)."
12587;13465;;"Acrobatornis";"Pacheco, Whitney & Pedreira Gonzaga, 1996";;
12587;13467;;"Metopothrix";"Sclater, PL & Salvin, 1866";;
12587;13469;;"Xenerpestes";"Berlepsch, 1886";;
12587;13474;;"Siptornis";"Reichenbach, 1853";;
12587;13478;;"Roraimia";"Chapman, 1929";;
12587;13484;;"Thripophaga";"Cabanis, 1847";;
12587;13493;;"Limnoctites";"Hellmayr, 1925";;
12587;13496;;"Cranioleuca";"Reichenbach, 1853";;
12587;13544;;"Pseudasthenes";"Derryberry et al., 2010";"PHY,TAX";"Four related species of Asthenes separated to Pseudasthenes (Derryberry et al. 2010; SACC 432)."
12587;13552;;"Spartonoica";"Peters, JL, 1950";;
12587;13554;;"Pseudoseisura";"Reichenbach, 1853";;
12587;13563;;"Certhiaxis";"Lesson, R, 1844";;
12587;13574;;"Mazaria";"Claramunt, 2014";"TAX, PHY";"Genus nov.: Claramunt, 2014. Molecular studies reveal that White-bellied Spinetail is sister to Schoeniophylax (Derryberry et al. 2011; Claramunt 2014; SACC 717)."
12587;13576;;"Schoeniophylax";"Ridgway, 1909";;
12587;13580;;"Synallaxis";"Vieillot, 1818";;
13689;13690;;"Euchrepomis";"Bravo, Remsen, Whitney & Brumfield, 2012";"TAX, SEQ";"Gen. nov.: Bravo et al., 2012. Formerly in Terenura, the four species of Euchrepomis are sister to all other antbirds (Bravo et al. 2012; SACC 557). Resequence."
13689;13702;;"Myrmornis";"Hermann, 1783";;
13689;13706;;"Pygiptila";"Sclater, PL, 1858";;
13689;13712;;"Thamnistes";"Sclater, PL & Salvin, 1860";;
13689;13721;;"Microrhopias";"Sclater, PL, 1862";;
13689;13733;;"Neoctantes";"Sclater, PL, 1869";;
13689;13735;;"Clytoctantes";"Elliot, DG, 1870";"SEQ";"Placement of Clytoctantes in the sequence is provisional (Ohlson et al. 2013)."
13689;13738;;"Epinecrophylla";"Isler, ML & Brumfield, 2006";"TAX, ENG";"Epinecrophylla includes eight species separated from Myrmotherula (Isler et al. 2006; SACC 275). Change English name for all the species in the genus fo ""Stipplethroat"" following SACC 696.1; SACC 696.2."
13689;13765;;"Myrmorchilus";"Ridgway, 1909";;
13689;13769;;"Aprositornis";"Isler, ML, Bravo & Brumfield, 2013";"PHY";"Genus nov., split from Myrmeciza: Isler et al., 2013."
13689;13771;;"Ammonastes";"Isler, ML, Bravo & Brumfield, 2013";"PHY";"Genus nov., split from Myrmeciza: Isler et al., 2013."
13689;13773;;"Myrmophylax";"Todd, 1927";"PHY";"Genus revived with revised classification of polyphyletic Myrmeciza."
