"FamilyID_idx";"GenusID";"Extinct";"GenusSc";"Authority";"Code";"Comment"
17920;17928;;"Oriolia";"Geoffroy Saint-Hilaire, I, 1838";;
17920;17930;;"Xenopirostris";"Bonaparte, 1850";;
17920;17934;;"Falculea";"Geoffroy Saint-Hilaire, I, 1836";;
17920;17936;;"Artamella";"Sclater, WL, 1924";;
17920;17940;;"Leptopterus";"Bonaparte, 1854";;
17920;17944;;"Cyanolanius";"Bonaparte, 1854";;
17920;17949;;"Schetba";"Lesson, R, 1831";;
17920;17953;;"Euryceros";"Lesson, R, 1831";;
17920;17955;;"Tylas";"Hartlaub, 1862";;
17920;17959;;"Hypositta";"Newton, A, 1881";;
17920;17961;;"Newtonia";"Schlegel, 1867";;
17920;17970;;"Pseudobias";"Sharpe, 1870";;
17920;17972;;"Mystacornis";"Sharpe, 1870";;
17920;17974;;"Prionops";"Vieillot, 1816";"PHY, TAX";"Previously separated as the family Prionopidae, helmetshrikes are moved into an expanded Vangidae based on several molecular studies (Reddy et al. 2012; Jonsson et al. 2012, 2016; H&M 4; HBW). Treated as subfamily Prionopinae."
17920;18000;;"Hemipus";"Hodgson, 1844";"PHY, TAX";"Three enigmatic genera of woodshrikes and their allies (Hemipus, Tephrodornis, and Philentoma) previously separated as a new family Tephrodornithidae recommended by Moyle et al. (2006) are now included in an expanded Vangidae following Reddy et al. (2012);  Jonsson et al. (2012, 2016); H&M 4; HBW."
17920;18007;;"Tephrodornis";"Swainson, 1832";"PHY, TAX";"Three enigmatic genera of woodshrikes and their allies (Hemipus, Tephrodornis, and Philentoma) previously separated as a new family Tephrodornithidae recommended by Moyle et al. (2006) are now included in an expanded Vangidae following Reddy et al. (2012);  Jonsson et al. (2012, 2016); H&M 4; HBW."
17920;18025;;"Philentoma";"Eyton, 1845";"PHY";"Three enigmatic genera of woodshrikes and their allies (Hemipus, Tephrodornis, and Philentoma) previously separated as a new shrike family Tephrodornithidae recommended by Moyle et al. (2006) are now included in an expanded Vangidae following Reddy et al. (2012);  Jonsson et al. (2012, 2016); H&M 4; HBW."
17920;18032;;"Megabyas";"Verreaux, J & Verreaux, E, 1855";"PHY";"The enigmatic shrike-flycatchers (Megabyas and Bias) are relatives of the woodshrikes, vangas and allies, not wattle-eyes and batises (Platysteiridae) (Moyle et al. 2006; Reddy et al. 2012; Jonsson et al. 2012)."
17920;18036;;"Bias";"Lesson, R, 1831";"PHY";"The enigmatic shrike-flycatchers (Megabyas and Bias) are relatives of the woodshrikes, vangas and allies, not wattle-eyes and batises (Platysteiridae) (Moyle et al. 2006; Reddy et al. 2012; Jonsson et al. 2012)."
18042;18043;;"Pityriasis";"Lesson, R, 1839";;
18046;18047;;"Artamus";"Vieillot, 1816";;
18046;18077;;"Peltops";"Wagler, 1829";"PHY";"Peltops species are basal members of the Cracticinae, now a subfamily of the Artamidae (Kearns et al. 2013; cf. Norman et al. 2009)."
18046;18080;;"Melloria";"Mathews, 1912";"PHY, TAX, SEQ";"Move Black Butcherbird from Cracticus to Melloria, sister to Gymnorhina (Kearns et al. 2013; H&M 4; Cake et al. 2018). Butcherbirds (former Cracticidae) are included in Artamidae as a subfamily (Schodde & Christidis 2014)."
18046;18087;;"Gymnorhina";"Gray, GR, 1840";"PHY, SEQ";"Gymnorhina is sister to Melloria (Kearns et al. 2013; Cake et al. 2018)."
18046;18097;;"Cracticus";"Vieillot, 1816";;
18046;18115;;"Strepera";"Lesson, R, 1831";;
18135;18136;;"Rhagologus";"Stresemann & Paludan, 1934";;
18141;18142;;"Aegithina";"Vieillot, 1816";;
18164;18165;;"Pericrocotus";"Boie, F, 1826";"PHY, SEQ";"Pericrocotus is the basal clade (subfamily) of cuckooshrikes; sequence follows Jønsson et al. (2010); also H&M 4.  "
18164;18228;;"Ceblepyris";"Cuvier, 1816";"PHY, TAX";"African Coracina cuckooshrikes separated (8.2) into Ceblepyris (H&M 4). Basal position in phylogeny of Coracina sensu stricto (Jønsson et al. 2010)."
18164;18240;;"Coracina";"Vieillot, 1816";"PHY, SEQ";"Sequence of Coracina species follows Jønsson et al. (2010); H&M 4."
18164;18336;;"Campephaga";"Vieillot, 1816";;
18164;18344;;"Lobotos";"Reichenbach, 1850";;
18164;18347;;"Campochaera";"Sharpe, 1878";;
18164;18351;;"Malindangia";"Mearns, 1907";"PHY, TAX";"McGregor's Cuckooshrike is basal to the Edolisoma and Lalage clades. Separated (8.2) to monotypic Malindangia following H&M 4."
18164;18353;;"Edolisoma";"Jacquinot & Pucheran, 1853";"PHY, TAX";"Former species of Coracina separated (8.2) to genus Edolisoma (follows phylogeny of Jønsson et al. 2010; H&M 4; Pedersen et al. 2018)."
18164;18428;;"Celebesica";"Strand, 1928";;
18164;18430;;"Cyanograucalus";"Hartlaub, 1861";;
18164;18432;;"Lalage";"Boie, F, 1826";"PHY, TAX";"Genus Lalage (8.2) incorporates 6 species previously assigned to Coracina, following Jønsson et al. (2010)."
18512;18513;;"Mohoua";"Lesson, R, 1837";;
18518;18519;;"Daphoenositta";"De Vis, 1897";;
18533;18534;;"Eulacestoma";"De Vis, 1894";;
18537;18538;;"Aleadryas";"Iredale, 1956";;
18537;18543;;"Ornorectes";"Iredale, 1956";;
18537;18545;;"Oreoica";"Gould, 1838";;
18550;18551;;"Falcunculus";"Vieillot, 1816";"TAX";"Falcunculus whitei includes F. whitei and F. leucogaster recognized by Schodde & Mason (1999), but lumped with F. frontatus by Christidis & Boles (2008) who urge further study."
18557;18558;;"Coracornis";"Riley, 1918";;
18557;18561;;"Melanorectes";"Sharpe, 1877";;
18557;18568;;"Pachycephala";"Vigors, 1825";;
18557;18742;;"Pseudorectes";"Sharpe, 1877";;
18557;18750;;"Colluricincla";"Vigors & Horsfield, 1827";;
18782;18783;;"Corvinella";"Lesson, R, 1831";;
18782;18788;;"Urolestes";"Cabanis, 1851";;
18782;18793;;"Eurocephalus";"Smith, A, 1836";;
18782;18798;;"Lanius";"Linnaeus, 1758";;
18899;18900;;"Cyclarhis";"Swainson, 1824";;
18899;18927;;"Vireolanius";"Bonaparte, 1850";;
18899;18943;;"Vireo";"Vieillot, 1808";;
18899;19074;;"Hylophilus";"Temminck, 1822";;
18899;19129;;"Erpornis";"Blyth, 1844";"PHY, ENG";"Move Erpornis from babblers (Timaliidae) to vireos (Vireonidae) (Reddy & Cracraft 2007; Reddy 2008). Change English name (tentatively) to White-bellied Erpornis; it is not a Yuhina."
18899;19139;;"Pteruthius";"Swainson, 1832";"PHY, SEQ";"Shrike-babblers are Old World vireos (Reddy 2008); resequence."
19164;19165;"1";"Turnagra";"Lesson, R, 1837";"PHY, SEQ";"Piopio Turnagra belongs with Old World orioles (Oriolidae), not with bowerbirds (Ptilonorhynchidae) (Johansson et al. 2011; cf. Christidis et al. 1996; see also Zuccon & Ericson 2012; Gibb et al. 2015)."
19164;19170;;"Sphecotheres";"Vieillot, 1816";;
19164;19179;;"Pitohui";"Lesson, R, 1831";"PHY, SEQ";"Pitohui s.s. is sister to Oriolus (Jønsson et al. 2008; Dumbacher 2013)."
19164;19200;;"Oriolus";"Linnaeus, 1766";"PHY, SEQ";"Revised classification of Oriolus follows Jønsson et al. (2019)."
19301;19302;;"Dicrurus";"Vieillot, 1816";;
19431;19432;;"Rhipidura";"Vigors & Horsfield, 1827";;
19431;19601;;"Lamprolia";"Finsch, 1874";"TAX";"Silktails are treated as a separate family by Jonsson et al. (2016) but as a subfamiy by Schodde & Christidis (2016)."
19431;19604;;"Chaetorhynchus";"Meyer, AB, 1874";;
19607;19608;;"Hypothymis";"Boie, F, 1826";;
19607;19643;;"Eutrichomyias";"Meise, 1939";;
19607;19645;;"Trochocercus";"Cabanis, 1851";"TAX, SEQ";"Dusky Crested Flycatcher, White-bellied Crested Flycatcher, and White-tailed Crested Flycatcher transferred from Trochocercus to Elminia (Dickinson 2003; Sinclair & Ryan 2003; Coates et al. 2006)."
19607;19655;;"Terpsiphone";"Gloger, 1827";;
19607;19720;;"Chasiempis";"Cabanis, 1847";;
19607;19727;;"Pomarea";"Bonaparte, 1854";;
19607;19739;;"Mayrornis";"Wetmore, 1932";;
19607;19745;;"Neolalage";"Mathews, 1928";;
19607;19747;;"Clytorhynchus";"Elliot, DG, 1870";;
19607;19767;;"Metabolus";"Bonaparte, 1854";;
19607;19769;;"Symposiachrus";"Bonaparte, 1854";"TAX";"Separate 19 species of Monarcha to Symposiachrus (Filardi & Smith 2005; Christidis & Boles 2008)."
19607;19811;;"Monarcha";"Vigors & Horsfield, 1827";;
19607;19840;;"Carterornis";"Mathews, 1912";"TAX";"Separate Golden Monarch from Monarcha to Carterornis (Filardi & Moyle 2005; Christidis & Boles 2008)."
19607;19856;;"Arses";"Lesson, R, 1831";;
19607;19868;;"Grallina";"Vieillot, 1816";;
19607;19873;;"Myiagra";"Vigors & Horsfield, 1827";;
19934;19935;;"Platylophus";"Swainson, 1832";;
19934;19941;;"Platysmurus";"Reichenbach, 1850";;
19934;19945;;"Perisoreus";"Bonaparte, 1831";;
19934;19963;;"Cyanolyca";"Cabanis, 1851";;
19934;19985;;"Cyanocorax";"Boie, F, 1826";;
19934;20031;;"Psilorhinus";"Rüppell, 1837";;
19934;20036;;"Calocitta";"Gray, GR, 1841";;
19934;20042;;"Cyanocitta";"Strickland, 1845";;
19934;20062;;"Aphelocoma";"Cabanis, 1851";;
19934;20095;;"Gymnorhinus";"Wied-Neuwied, 1841";;
19934;20097;;"Garrulus";"Brisson, 1760";;
19934;20135;;"Cyanopica";"Bonaparte, 1850";;
19934;20140;;"Urocissa";"Cabanis, 1851";;
19934;20157;;"Cissa";"Boie, F, 1826";;
19934;20172;;"Dendrocitta";"Gould, 1833";;
19934;20197;;"Crypsirina";"Vieillot, 1816";;
19934;20200;;"Temnurus";"Lesson, R, 1831";;
19934;20202;;"Pica";"Brisson, 1760";;
19934;20218;;"Zavattariornis";"Moltoni, 1938";;
19934;20220;;"Podoces";"Fischer von Waldheim, 1821";;
19934;20227;;"Nucifraga";"Brisson, 1760";;
19934;20239;;"Pyrrhocorax";"Tunstall, 1771";;
19934;20253;;"Ptilostomus";"Swainson, 1837";;
19934;20255;;"Coloeus";"Kaup, 1829";"TAX";"Assign Western Jackdaw and Daurian Jackdaw from Corvus to Coloeus (Rasmussen & Anderton 2005)."
19934;20262;;"Corvus";"Linnaeus, 1758";;
20365;20366;;"Corcorax";"Lesson, R, 1831";;
20365;20370;;"Struthidea";"Gould, 1837";;
20375;20376;;"Melampitta";"Schlegel, 1871";;
20375;20378;;"Megalampitta";"Schodde & Christidis, 2014";;
20381;20382;;"Ifrita";"Rothschild, 1898";;
20385;20386;;"Lycocorax";"Bonaparte, 1853";;
20385;20391;;"Manucodia";"Boddaert, 1783";;
20385;20398;;"Phonygammus";"Lesson, R & Garnot, 1826";;
20385;20406;;"Paradigalla";"Lesson, R, 1835";;
20385;20409;;"Astrapia";"Vieillot, 1816";;
20385;20419;;"Parotia";"Vieillot, 1816";;
20385;20430;;"Pteridophora";"Meyer, AB, 1894";;
20385;20432;;"Lophorina";"Vieillot, 1816";;
20385;20441;;"Ptiloris";"Swainson, 1825";;
20385;20448;;"Epimachus";"Cuvier, 1816";;
20385;20451;;"Drepanornis";"Sclater, PL, 1873";;
20385;20457;;"Diphyllodes";"Lesson, R, 1834";;
20385;20463;;"Cicinnurus";"Vieillot, 1816";;
20385;20467;;"Semioptera";"Gray, GR, 1859";;
20385;20471;;"Seleucidis";"Lesson, R, 1834";;
20385;20473;;"Paradisaea";"Linnaeus, 1758";;
20490;20491;;"Tregellasia";"Mathews, 1912";;
20490;20506;;"Quoyornis";"Mathews, 1912";;
20490;20508;;"Eopsaltria";"Swainson, 1832";;
20490;20515;;"Gennaeodryas";"Mathews, 1920";;
20490;20517;;"Melanodryas";"Gould, 1865";;
20490;20526;;"Peneothello";"Mathews, 1920";;
20490;20547;;"Poecilodryas";"Gould, 1865";;
20490;20558;;"Plesiodryas";"Mathews, 1920";;
20490;20563;;"Heteromyias";"Sharpe, 1879";"TAX";"Separate Ashy Robin and Grey-headed Robin from other species of Poecilodryas to Heteromyias (Boles 2007c; Christidis & Boles 2008; Christidis et al. 2011)."
20490;20569;;"Drymodes";"Gould, 1841";;
20490;20575;;"Microeca";"Gould, 1841";;
20490;20589;;"Monachella";"Salvadori, 1874";;
20490;20593;;"Cryptomicroeca";"Christidis, Irestedt, Rowe, Boles & Norman, 2012";;
20490;20595;;"Kempiella";"Mathews, 1913";;
20490;20601;;"Devioeca";"Mathews, 1925";;
20490;20603;;"Eugerygone";"Finsch, 1901";;
20490;20605;;"Petroica";"Swainson, 1829";;
20490;20647;;"Pachycephalopsis";"Salvadori, 1879";;
20490;20658;;"Amalocichla";"De Vis, 1892";"PHY";"Amalocichla ground-robins of New Guinea are sister to the other species of Australasian robins (Petroicidae) (Norman et al. 2009)."
20666;20667;;"Picathartes";"Lesson, R, 1828";;
20671;20672;;"Chaetops";"Swainson, 1832";;
20676;20677;;"Eupetes";"Temminck, 1831";;
20682;20683;;"Bombycilla";"Vieillot, 1808";;
20690;20691;;"Phainoptila";"Salvin, 1877";;
20690;20695;;"Ptiliogonys";"Swainson, 1827";"TAX";"Revert spelling of Ptilogonys to the original spelling Ptiliogonys (AOU 54th supplement 2013)."
20690;20702;;"Phainopepla";"Baird, SF, 1858";;
20707;20708;;"Hypocolius";"Bonaparte, 1850";;
20711;20712;;"Dulus";"Vieillot, 1816";;
20715;20716;"1";"Chaetoptila";"Gray, GR, 1869";;
20715;20718;"1";"Moho";"Lesson, R, 1830";;
20724;20725;;"Hylocitrea";"Mathews, 1925";"PHY, SEQ";"Yellow-flanked Whistler (Hylocitrea) is related to waxwings, not whistlers (Spellman et al. 2008)."
20730;20731;;"Chelidorhynx";"Blyth, 1843";;
20730;20733;;"Stenostira";"Cabanis & Bonaparte, 1850";;
20730;20738;;"Culicicapa";"Swinhoe, 1871";;
20730;20751;;"Elminia";"Bonaparte, 1854";"TAX,SEQ";"Transfer Dusky Crested Flycatcher, White-bellied Crested Flycatcher, and White-tailed Crested Flycatcher from Trochocercus to Elminia (Dickinson 2003; Sinclair & Ryan 2003; Coates et al. 2006)."
20767;20768;;"Cephalopyrus";"Bonaparte, 1854";"PHY, SEQ";"Cephalopyrus is the basal lineage of the Paridae (Johansson et al. 2013)."
20767;20772;;"Sylviparus";"Burton, 1836";;
20767;20777;;"Melanochlora";"Lesson, R, 1839";;
20767;20783;;"Periparus";"Sélys-Longchamps, 1884";;
20767;20812;;"Pardaliparus";"Sélys-Longchamps, 1884";"PHY, TAX";"Separation of Pardaliparus spp. from Periparus follows Johansson et al. (2013)."
20767;20825;;"Lophophanes";"Kaup, 1829";;
20767;20839;;"Baeolophus";"Cabanis, 1851";;
20767;20858;;"Sittiparus";"Sélys-Longchamps, 1884";"PHY, TAX";"Separation of Sittiparus spp. from Poecile follows Johansson et al. (2013)."
20767;20872;;"Poecile";"Kaup, 1829";"PHY, SEQ";"Revised (10.1) sequence of Poecile species follows Tritsch et al. (2017)."
20767;20950;;"Cyanistes";"Kaup, 1829";;
20767;20978;;"Pseudopodoces";"Zarudny & Loudon, 1902";;
20767;20980;;"Parus";"Linnaeus, 1758";;
20767;21025;;"Machlolophus";"Cabanis, 1851";"PHY, TAX";"Separation of Machlolophus spp. from Parus follows Johansson et al. (2013)."
20767;21037;;"Melaniparus";"Bonaparte, 1850";"PHY, TAX";"Separation of Melaniparus spp. from Parus follows Johansson et al. (2013)."
21075;21076;;"Remiz";"Jarocki, 1819";;
21075;21091;;"Anthoscopus";"Cabanis, 1851";;
21075;21115;;"Auriparus";"Baird, SF, 1864";;
21124;21125;;"Nicator";"Hartlaub & Finsch, 1870";;
21130;21131;;"Panurus";"Koch, 1816";;
21137;21138;;"Alaemon";"Keyserling & Blasius, JH, 1840";;
21137;21148;;"Chersomanes";"Cabanis, 1851";;
21137;21161;;"Ammomanopsis";"Bianchi, 1905";;
21137;21165;;"Certhilauda";"Swainson, 1827";;
21137;21183;;"Pinarocorys";"Shelley, 1902";;
21137;21188;;"Ramphocoris";"Bonaparte, 1850";;
21137;21190;;"Ammomanes";"Cabanis, 1851";;
21137;21221;;"Eremopterix";"Kaup, 1836";;
21137;21244;;"Calendulauda";"Blyth, 1855";"TAX, SEQ";"Move four species of Mirafra larks (Fawn-colored, Foxy, Pink-breasted, Sabota) and four species of Certhilauda larks (Karoo, Dune, Barlow's, Red) to Calendulauda (de Juana et al. 2004; Hockey et al. 2005; Alström et al. 2013)."
21137;21277;;"Heteromirafra";"Grant, CHB, 1913";;
21137;21280;;"Mirafra";"Horsfield, 1821";;
21137;21385;;"Lullula";"Kaup, 1829";;
21137;21389;;"Spizocorys";"Sundevall, 1872";;
21137;21410;;"Alauda";"Linnaeus, 1758";;
21137;21439;;"Galerida";"Boie, F, 1828";;
21137;21501;;"Eremophila";"Boie, F, 1828";;
21137;21546;;"Calandrella";"Kaup, 1829";;
21137;21571;;"Melanocorypha";"Boie, F, 1828";;
21137;21581;;"Chersophilus";"Sharpe, 1890";;
21137;21585;;"Eremalauda";"Sclater, WL, 1926";;
21137;21589;;"Alaudala";"Horsfield & Moore, F, 1858";;
21617;21618;;"Andropadus";"Swainson, 1832";;
21617;21624;;"Stelgidillas";"Oberholser, 1899";"TAX";"Stelgidillas bulbuls separated from Andropadus following Johansson et al. (2007)."
21617;21628;;"Calyptocichla";"Oberholser, 1905";;
21617;21630;;"Neolestes";"Cabanis, 1875";"PHY";"Neolestes is a member of the Afrotropical clade of bulbuls (Johansson et al. 2008; Zuccon & Ericson 2010)."
21617;21632;;"Bleda";"Bonaparte, 1857";;"Sequence of Bleda follows Huntley & Voelker (2016)."
21617;21642;;"Atimastillas";"Oberholser, 1905";;
21617;21647;;"Ixonotus";"Verreaux, J & Verreaux, E, 1851";;
21617;21649;;"Thescelocichla";"Oberholser, 1905";;
21617;21651;;"Chlorocichla";"Sharpe, 1882";;
21617;21662;;"Baeopogon";"Heine, 1860";;
21617;21667;;"Arizelocichla";"Oberholser, 1905";"TAX";"Arizelocichla bulbuls separated from Andropadus following Johansson et al. (2007)."
21617;21688;;"Criniger";"Temminck, 1820";;
21617;21699;;"Eurillas";"Oberholser, 1899";"TAX";"Eurillas bulbuls separated from Andropadus following Johansson et al. (2007)."
21617;21720;;"Phyllastrephus";"Swainson, 1832";;
21617;21764;;"Tricholestes";"Salvadori, 1874";;
21617;21769;;"Setornis";"Lesson, R, 1839";;
21617;21771;;"Alophoixus";"Oates, 1889";"TAX";"Separate the Oriental species of Criniger bulbuls to a different genus Alophoixus (Fishpool & Tobias 2005; BLI). Sequence in Alophoixus is based on Shakya et al. (2020)."
21617;21804;;"Alcurus";"Blyth, 1843";"TAX, PHY";"Genus resurrected for Pycnonotus striatus, which  is sister to a clade of species deeply genetically divergent from members of core Pycnonotus (Shakya & Sheldon 2017)."
21617;21810;;"Iole";"Blyth, 1844";;
21617;21826;;"Hemixos";"Blyth, 1845";;
21617;21840;;"Acritillas";"Oberholser, 1905";;
21617;21845;;"Ixos";"Temminck, 1825";;
21617;21861;;"Hypsipetes";"Vigors, 1831";;
21617;21925;;"Euptilotus";"Reichenbach, 1850";"TAX, PHY";"Pycnonotus s.l. Clade A of Shakya & Sheldon (2017) is deeply divergent from Pycnonotus s.s. and Clade B (formerly Pycnonotus). Relatively long branch lengths and disparate morphology support treatment as four genera, including the monotypic Euptilotus."
21617;21927;;"Microtarsus";"Eyton, 1839";"TAX, PHY";"Pycnonotus s.l. Clade A of Shakya & Sheldon (2017) is deeply divergent from Pycnonotus s.s. and Clade B (formerly Pycnonotus). Relatively long branch lengths and disparate morphology support treatment as four genera, including Microtarsus."
21617;21929;;"Poliolophus";"Sharpe, 1877";"TAX, PHY";"Pycnonotus s.l. Clade A of Shakya & Sheldon (2017) is deeply divergent from Pycnonotus s.s. and Clade B (formerly Pycnonotus). Relatively long branch lengths and disparate morphology support treatment as four genera, including the monospecific Poliolophus."
21617;21936;;"Brachypodius";"Blyth, 1845";"TAX, PHY";"Pycnonotus s.l. Clade A of Shakya & Sheldon (2017) is deeply divergent from Pycnonotus s.s. and Clade B (formerly Pycnonotus). Relatively long branch lengths and disparate morphology support treatment as four genera, including Brachypodius."
21617;21947;;"Ixodia";"Blyth, 1845";"TAX, PHY";"Ixodia is resurrected here for a subclade within Clade B of Shakya & Sheldon (2017; where misspelled Ixodea) which is fairly deeply diverged genetically from other members of Clade B (now Rubigula) and deeply diverged from species in Pycnonotus s.s. The genus name Ixodia Blyth, 1845 is available and is not preoccupied by Ixodia Robert Brown, 1812 (Asteraceae) (R. Schodde, pers. comm.), hence there was no need for the replacement name Ixidia Blyth, 1846, which has nevertheless been used a few times after 1899."
21617;21956;;"Rubigula";"Blyth, 1845";;"The resurrected genus Rubigula is adopted here for a subclade within Clade B of Shakya & Sheldon (2017) which is fairly deeply divergent genetically from other members of Clade B (now Ixodia) and deeply divergent from species in Pycnonotus s.s. (Shakya & Sheldon 2017)."
21617;21970;;"Nok";"Fuchs et al., 2018";"PHY, TAX, SEQ";"Sister to Spizixos; moved from Pycnonotus to the monotypic genus Nok Fuchs et al., 2018."
21617;21972;;"Spizixos";"Blyth, 1845";;
21617;21979;;"Pycnonotus";"Boie, F, 1826";;
22083;22084;;"Pseudochelidon";"Hartlaub, 1861";;
22083;22087;;"Psalidoprocne";"Cabanis, 1851";;
22083;22109;;"Pseudhirundo";"Roberts, 1922";;
22083;22113;;"Cheramoeca";"Cabanis, 1851";;
22083;22115;;"Phedina";"Bonaparte, 1855";;
22083;22120;;"Riparia";"Forster, T, 1817";;
22083;22149;;"Tachycineta";"Cabanis, 1851";;
22083;22163;;"Progne";"Boie, F, 1826";"SEQ";"Sequence follows Sheldon et al. (2005); Moyle et al. (2008)."
22083;22181;;"Notiochelidon";"Baird, SF, 1865";;
22083;22192;;"Haplochelidon";"Todd, 1929";;
22083;22196;;"Atticora";"Gould, 1842";"TAX";"Change author and date from Boie, F, 1844 to Gould, 1842 (Gregory & Dickinson 2012b)."
22083;22199;;"Neochelidon";"Sclater, PL, 1862";;
22083;22204;;"Stelgidopteryx";"Baird, SF, 1858";;
22083;22217;;"Alopochelidon";"Ridgway, 1903";;
22083;22219;;"Hirundo";"Linnaeus, 1758";;
22083;22261;;"Ptyonoprogne";"Reichenbach, 1850";;
22083;22281;;"Delichon";"Moore, F, 1854";;
22083;22293;;"Cecropis";"Boie, F, 1826";;
22083;22326;;"Petrochelidon";"Cabanis, 1851";;
22354;22355;;"Pnoepyga";"Hodgson, 1844";;
22371;22372;;"Melocichla";"Hartlaub, 1857";;
22371;22378;;"Sphenoeacus";"Strickland, 1841";;
22371;22384;;"Achaetops";"Roberts, 1922";;
22371;22388;;"Macrosphenus";"Cassin, 1859";;
22371;22400;;"Sylvietta";"Lafresnaye, 1839";;
22371;22439;;"Cryptillas";"Oberholser, 1899";;
22442;22443;;"Abroscopus";"Baker, ECS, 1930";"PHY,SEQ";"Move Abroscopus from ""Sylviidae"" to Cettiidae (Alström et al. 2006; Johansson et al. 2008)."
22442;22463;;"Phyllergates";"Sharpe, 1883";"PHY";"Mountain Tailorbird and Rufous-headed Tailorbird are not related to Orthotomus (Cisticolidae); assigned instead to Phyllergates [Cettiidae] (Alström et al. 2006; Ryan et al. 2006; Nguembock et al. 2007)."
22442;22482;;"Tickellia";"Blyth, 1861";"PHY, SEQ";"Move Tickellia from Sylviidae to Cettiidae (Alström et al. 2006; Johansson et al. 2008)."
22442;22486;;"Horornis";"Hodgson, 1845";;
22442;22529;;"Tesia";"Hodgson, 1837";;
22442;22538;;"Cettia";"Bonaparte, 1834";;
22442;22554;;"Urosphena";"Swinhoe, 1877";;
22566;22567;;"Scotocerca";"Sundevall, 1872";"PHY, SEQ";"Scotocerca is sister to Cettiidae. Move from Incertae sedis to family Scotocercidae (Alström et al. 2011c; Fregin et al. 2012; Olsson et al. 2013b; cf. Barhoum and Burns 2002)."
22578;22579;;"Erythrocercus";"Hartlaub, 1857";"PHY,SEQ";"Move from Incertae sedis to new family Erythrocercidae, after Scotocercidae (Fregin et al. 2012)."
22590;22591;;"Hylia";"Cassin, 1859";"PHY";"Hylia is a sylvioid previously allied to the Cettiidae (Sefc et al. 2003; Beresford et al. 2005; Fuchs et al. 2006; Johannson et al. 2008). Fregin et al. (2012) and Oliveros et al. (2019) suggest assignment to family Hyliidae Bannerman, 1923 together with Pholidornis."
22590;22595;;"Pholidornis";"Hartlaub, 1857";"PHY";"Pholidornis is a sylvioid tentatively allied to Hylia and the Cettiidae (Sefc et al. 2003; Fuchs et al. 2006; Johannson et al. 2008); Fregin et al. (2012) suggest assignment to Hyliidae."
22602;22603;;"Aegithalos";"Hermann, 1804";;
22602;22642;;"Leptopoecile";"Severtsov, 1873";;
22602;22651;;"Psaltriparus";"Bonaparte, 1850";;
22664;22665;;"Phylloscopus";"Boie, F, 1826";;
22882;22883;;"Graueria";"Hartert, 1908";"PHY, SEQ";"Reposition (9.2) enigmatic Grauer's Warbler from Incertae sedis to basal position as sister to other reed warblers (Acrocephalidae) (Oliveros et al. 2019)."
22882;22885;;"Nesillas";"Oberholser, 1899";;
22882;22896;;"Acrocephalus";"Naumann, JA & Naumann, JF, 1811";;
22882;23006;;"Arundinax";"Blyth, 1845";;
22882;23010;;"Iduna";"Keyserling & Blasius, JH, 1840";;
22882;23026;;"Calamonastides";"Grant, CHB & Mackworth-Praed, 1940";;
22882;23030;;"Hippolais";"Conrad von Baldenstein, 1827";;
23036;23037;;"Robsonius";"Collar, 2006";"PHY, ENG";"Robsonius is basal and sister to rest of Locustellidae, not a babbler (Oliveros et al. 2012; Alström et al. 2018). Change group name to Ground Warbler (Hosner et al. 2013)."
23036;23041;;"Helopsaltes";"Alström et al., 2018";"PHY, TAX";"Separation (8.2) of 6 species from Locustella to Helopsaltes follows phylogeny of Alström et al. (2018). Accepted by Chesser et al. (2020), NACC 2020-B-04. Sequence follows Alstrom et al. (2018)."
23036;23055;;"Locustella";"Kaup, 1829";"SEQ";"Sequence follows Alstrom et al. (2018)."
23036;23100;;"Poodytes";"Cabanis, 1851";"PHY, TAX";"Separation (8.2) of 5 species from Megalurus to Poodytes follows phylogeny of Alström et al. (2018)."
23036;23115;;"Malia";"Schlegel, 1880";"PHY, TAX";"Malia was traditionally allied to the bulbuls (Pycnonotidae), but recent data indicates relationship to Megalurus grassbirds (Locustellidae) (Johansson et al. 2008; Oliveros et al. 2012; Alström et al. 2018)."
23036;23120;;"Cincloramphus";"Gould, 1838";;
23036;23151;;"Megalurus";"Horsfield, 1821";"PHY, TAX";"Megalurus previously included two species now (8.2) in Cincloramphus (mathewsi, cruralis), and Spinifexbird in Eremiornis (Alström 2011a)."
23036;23156;;"Elaphrornis";"Legge, 1879";;
23036;23158;;"Schoenicola";"Blyth, 1844";"PHY, TAX";
23036;23161;;"Catriscus";"Cabanis, 1851";;
23036;23165;;"Bradypterus";"Swainson, 1837";;
23208;23209;;"Donacobius";"Swainson, 1831";;
23216;23217;;"Oxylabes";"Sharpe, 1870";;
23216;23219;;"Bernieria";"Pucheran, 1855";;
23216;23223;;"Cryptosylvicola";"Goodman, Langrand & Whitney, 1996";;
23216;23225;;"Hartertula";"Stresemann, 1925";;
23216;23227;;"Thamnornis";"Milne-Edwards & Grandidier, A, 1882";;
23216;23229;;"Xanthomixis";"Sharpe, 1881";;
23216;23238;;"Crossleyia";"Hartlaub, 1877";;
23216;23240;;"Randia";"Delacour & Berlioz, 1931";;
23243;23244;;"Neomixis";"Sharpe, 1881";"TAX, SEQ";"Move the Neomixis jerys of Madagascar from Incertae sedis to a basal position in the Cisticolidae (Ryan et al. 2006; Nguembock et al. 2007; Olsson et al. 2013)."
23243;23257;;"Cisticola";"Kaup, 1829";;
