"GenusID_idx";"SpeciesID";"Extinct";"SpeciesEn";"SpeciesSc";"Authority";"BrRange";"NonbrRange";"Code";"Comment";"SpeciesUA"
15915;15926;;"Thick-billed Kingbird";"Tyrannus crassirostris";"Swainson, 1826";"NA, MA : sw USA to Guatemala";;;;"Тиран товстодзьобий"
15915;15929;;"Western Kingbird";"Tyrannus verticalis";"Say, 1822";"NA : nw, nc Canada to n Mexico";"sw Mexico to Costa Rica";;;"Тиран західний"
15915;15930;;"Scissor-tailed Flycatcher";"Tyrannus forficatus";"(Gmelin, JF, 1789)";"NA : c USA to ne Mexico";"w Mexico to Panama";;;"Тиран мексиканський"
15915;15931;;"Fork-tailed Flycatcher";"Tyrannus savana";"Daudin, 1802";"MA, SA : s Mexico to Uruguay";;;;"Тиран вилохвостий"
15915;15936;;"Eastern Kingbird";"Tyrannus tyrannus";"(Linnaeus, 1758)";"NA : widespread";"w Amazonia";;;"Тиран королівський"
15915;15937;;"Grey Kingbird";"Tyrannus dominicensis";"(Gmelin, JF, 1788)";"NA : se USA and West Indies";"Panama to Guyana";;;"Тиран сірий"
15915;15940;;"Giant Kingbird";"Tyrannus cubensis";"Richmond, 1898";"NA : Cuba";;;;"Тиран кубинський"
15915;15941;;"Loggerhead Kingbird";"Tyrannus caudifasciatus";"d'Orbigny, 1839";"NA : Greater Antilles";;;;"Тиран темноголовий"
15948;15949;;"Greyish Mourner";"Rhytipterna simplex";"(Lichtenstein, MHK, 1823)";"SA : Amazonia and e, se Brazil";;;;"Планідера сіра"
15948;15952;;"Pale-bellied Mourner";"Rhytipterna immunda";"(Sclater, PL & Salvin, 1873)";"SA : c, ne Amazonia";;;;"Планідера світлочерева"
15948;15953;;"Rufous Mourner";"Rhytipterna holerythra";"(Sclater, PL & Salvin, 1860)";"MA, SA : s Mexico to nw Ecuador";;;;"Планідера руда"
15956;15957;;"Sibilant Sirystes";"Sirystes sibilator";"(Vieillot, 1818)";"SA : e, sw Brazil to e Paraguay and ne Argentina";;"ENG";"Rename Eastern Sirystes S. sibilator to Sibilant Sirystes following splits of White-rumped Sirystes and Todd's Sirystes (Donegan 2013; SACC 610).";"Тиран-Свистун "
15956;15960;;"White-rumped Sirystes";"Sirystes albocinereus";"Sclater, PL & Salvin, 1880";"SA : sw Venezuela, e Colombia, e Ecuador, e Peru, w Brazil and n Bolivia";;"AS";"White-rumped Sirystes is split from Sibilant [Eastern] Sirystes (Donegan 2013; SACC 610).";" "
15956;15961;;"Todd's Sirystes";"Sirystes subcanescens";"Todd, 1920";"SA : the Guianas and ne Amazonian Brazil";;"AS";"Todd's Sirystes is split from Sibilant [Eastern] Sirystes (Donegan 2013; SACC 610).";" "
15956;15962;;"Choco Sirystes";"Sirystes albogriseus";"(Lawrence, 1863)";"MA, SA : Panama, nw Colombia and nw Ecuador";;"AS, ENG";"Western Sirystes S. albogriseus is split from Sibilant (Eastern) Sirystes S. sibilator (Ridgely & Greenfield 2001; Hilty 2003; SACC 610). Rename Choco Sirystes (SACC 610; NACC 2016-A-12).";" "
15963;15964;;"Rufous Casiornis";"Casiornis rufus";"(Vieillot, 1816)";"SA : Bolivia to c Brazil and s to n Argentina and se Brazil";;;;"Іржавець західний"
15963;15965;;"Ash-throated Casiornis";"Casiornis fuscus";"Sclater, PL & Salvin, 1873";"SA : e Brazil";;;;"Іржавець східний"
15966;15967;;"Rufous Flycatcher";"Myiarchus semirufus";"Sclater, PL & Salvin, 1878";"SA : nw Peru";;;;"Копетон рудий"
15966;15968;;"Yucatan Flycatcher";"Myiarchus yucatanensis";"Lawrence, 1871";"MA : Yucatán Pen.";;;;"Копетон юкатанський"
15966;15972;;"Sad Flycatcher";"Myiarchus barbirostris";"(Swainson, 1827)";"NA : Jamaica";;;;"Копетон ямайський"
15966;15973;;"Dusky-capped Flycatcher";"Myiarchus tuberculifer";"(d'Orbigny & Lafresnaye, 1837)";"NA, MA, SA : sw USA through Amazonia and se Brazil";;;;"Копетон темноголовий"
15966;15987;;"Swainson's Flycatcher";"Myiarchus swainsoni";"Cabanis & Heine, 1860";"SA : widespread";;;;"Копетон неотропічний"
15966;15992;;"Venezuelan Flycatcher";"Myiarchus venezuelensis";"Lawrence, 1865";"SA : n Colombia and n Venezuela";;;;"Копетон венесуельський"
15966;15993;;"Panamanian Flycatcher";"Myiarchus panamensis";"Lawrence, 1860";"MA, SA : sw Costa Rica through Colombia";;;;"Копетон панамський"
15966;15996;;"Short-crested Flycatcher";"Myiarchus ferox";"(Gmelin, JF, 1789)";"SA : widespread";;;;"Копетон чорнодзьобий"
15966;16000;;"Apical Flycatcher";"Myiarchus apicalis";"Sclater, PL & Salvin, 1881";"SA : wc Colombia";;;;"Копетон колумбійський"
15966;16001;;"Pale-edged Flycatcher";"Myiarchus cephalotes";"Taczanowski, 1880";"SA : n Venezuela to Bolivia";;;;"Копетон андійський"
15966;16004;;"Sooty-crowned Flycatcher";"Myiarchus phaeocephalus";"Sclater, PL, 1860";"SA : w Ecuador and n Peru";;;;"Копетон еквадорський"
15966;16007;;"Ash-throated Flycatcher";"Myiarchus cinerascens";"(Lawrence, 1851)";"NA, MA : sw USA and n Mexico";"MA";;;"Копетон світлочервеий"
15966;16010;;"Nutting's Flycatcher";"Myiarchus nuttingi";"Ridgway, 1882";"MA : w Mexico to nw Costa Rica";;;;"Копетон світлогорлий"
15966;16014;;"Great Crested Flycatcher";"Myiarchus crinitus";"(Linnaeus, 1758)";"NA : sc, se Canada to sc, se USA";"s Mexico to Colombia & Venezuela";;;"Копетон чубатий"
15966;16015;;"Brown-crested Flycatcher";"Myiarchus tyrannulus";"(Müller, PLS, 1776)";"NA, MA, SA : sw USA to n Argentina";;;;"Копетон блідий"
15966;16023;;"Galapagos Flycatcher";"Myiarchus magnirostris";"(Gould, 1838)";"SA : Galápagos Is.";;;;"Копетон галапагоський"
15966;16024;;"Grenada Flycatcher";"Myiarchus nugator";"Riley, 1904";"NA : Lesser Antilles";;;;"Копетон гренадський"
15966;16025;;"Rufous-tailed Flycatcher";"Myiarchus validus";"Cabanis, 1847";"NA : Jamaica";;;;"Копетон рудохвостий"
15966;16026;;"La Sagra's Flycatcher";"Myiarchus sagrae";"(Gundlach, 1852)";"NA : Bahamas and Cuba";;;;"Копетон кубинський"
15966;16029;;"Stolid Flycatcher";"Myiarchus stolidus";"(Gosse, 1847)";"NA : Jamaica and Hispaniola";;;;"Копетон острівний"
15966;16032;;"Puerto Rican Flycatcher";"Myiarchus antillarum";"(Bryant, H, 1866)";"NA : Puerto Rico";;;;"Копетон антильський"
15966;16033;;"Lesser Antillean Flycatcher";"Myiarchus oberi";"Lawrence, 1877";"NA : Lesser Antilles";;;;"Копетон рудокрилий"
16038;16039;;"Flammulated Flycatcher";"Deltarhynchus flammulatus";"(Lawrence, 1875)";"MA : sw, s Mexico";;;;"Копетон акацієвий"
16040;16041;;"Large-headed Flatbill";"Ramphotrigon megacephalum";"(Swainson, 1835)";"SA : nw, s Amazonia and se SA";;"ENG";"Bamboo Flatbill of Hilty (2003) is a better name for Ramphotrigon megacephalum, but Large-headed prevails.";"Тиран-Плоскодзьоб малий"
16040;16046;;"Rufous-tailed Flatbill";"Ramphotrigon ruficauda";"(Spix, 1825)";"SA : Amazonia";;;;"Тиран-Плоскодзьоб рудохвостий"
16040;16047;;"Dusky-tailed Flatbill";"Ramphotrigon fuscicauda";"Chapman, 1925";"SA : w, sw Amazonia";;;;"Тиран-Плоскодзьоб темнохвостий"
16048;16049;;"Rufous-tailed Attila";"Attila phoenicurus";"Pelzeln, 1868";"SA : se Brazil through Amazonia and s to ne Argentina";"to s Venezuela";;;"Атіла південний"
16048;16050;;"Cinnamon Attila";"Attila cinnamomeus";"(Gmelin, JF, 1789)";"SA : Amazonia";;;;"Атіла амазонійський"
16048;16051;;"Ochraceous Attila";"Attila torridus";"Sclater, PL, 1860";"SA : sw Colombia to nw Peru";;;;"Атіла колумбійський"
16048;16052;;"Citron-bellied Attila";"Attila citriniventris";"Sclater, PL, 1859";"SA : w Amazonia";;;;"Атіла жовточеревий"
16048;16053;;"White-eyed Attila";"Attila bolivianus";"Lafresnaye, 1848";"SA : s, sw Amazonia";;;;"Атіла білоокий"
16048;16056;;"Grey-hooded Attila";"Attila rufus";"(Vieillot, 1819)";"SA : e, se Brazil";;;;"Атіла сіроголовий"
16048;16059;;"Bright-rumped Attila";"Attila spadiceus";"(Gmelin, JF, 1789)";"MA, SA : w Mexico through Amazonia and e Brazil";;;;"Атіла золотогузий"
16074;16075;;"Scaled Fruiteater";"Ampelioides tschudii";"(Gray, GR, 1846)";"SA : w Venezuela to Bolivia";;;;"Плодоїд строкатий"
16076;16077;;"Fiery-throated Fruiteater";"Pipreola chlorolepidota";"Swainson, 1838";"SA : s Colombia to Peru";;;;"Плодоїд малий"
16076;16078;;"Scarlet-breasted Fruiteater";"Pipreola frontalis";"(Sclater, PL, 1859)";"SA : n Ecuador to Bolivia";;;;"Плодоїд червоноволий"
16076;16081;;"Handsome Fruiteater";"Pipreola formosa";"(Hartlaub, 1849)";"SA : n Venezuela";;;;"Плодоїд венесуельський"
16076;16085;;"Red-banded Fruiteater";"Pipreola whitelyi";"Salvin & Godman, 1884";"SA : Tepuis";;;;"Плодоїд золотобровий"
16076;16088;;"Black-chested Fruiteater";"Pipreola lubomirskii";"Taczanowski, 1879";"SA : s Colombia to Peru";;;;"Плодоїд цитриновогрудий"
16076;16089;;"Orange-breasted Fruiteater";"Pipreola jucunda";"Sclater, PL, 1860";"SA : Colombia, Ecuador";;;;"Плодоїд вогнистоволий"
16076;16090;;"Masked Fruiteater";"Pipreola pulchra";"(Hellmayr, 1917)";"SA : Peru";;;;"Плодоїд масковий"
16076;16091;;"Golden-breasted Fruiteater";"Pipreola aureopectus";"(Lafresnaye, 1843)";"SA : Colombia, Venezuela";;;;"Плодоїд золотоволий"
16076;16095;;"Barred Fruiteater";"Pipreola arcuata";"(Lafresnaye, 1843)";"SA : w Venezuela to Bolivia";;;;"Плодоїд смугастий"
16076;16098;;"Band-tailed Fruiteater";"Pipreola intermedia";"Taczanowski, 1884";"SA : Peru to Bolivia";;;;"Плодоїд смугохвостий"
16076;16101;;"Green-and-black Fruiteater";"Pipreola riefferii";"(Boissonneau, 1840)";"SA : n Venezuela to n Peru";;;;"Плодоїд чорно-зелений"
16108;16109;;"Grey-tailed Piha";"Snowornis subalaris";"(Sclater, PL, 1861)";"SA : s Colombia to Peru";;;;"Пига сірохвоста"
16108;16110;;"Olivaceous Piha";"Snowornis cryptolophus";"(Sclater, PL & Salvin, 1877)";"SA : Colombia to Peru";;;;"Пига оливкова"
16113;16114;;"Hooded Berryeater";"Carpornis cucullata";"(Swainson, 1821)";"SA : se Brazil";;;;"Ягодолюб жовточеревий"
16113;16115;;"Black-headed Berryeater";"Carpornis melanocephala";"(zu Wied-Neuwied, 1820)";"SA : e Brazil";;;;"Ягодолюб червоноокий"
16116;16117;;"Andean Cock-of-the-rock";"Rupicola peruvianus";"(Latham, 1790)";"SA : w Venezuela to Bolivia";;;;"Гребенечуб андійський"
16116;16122;;"Guianan Cock-of-the-rock";"Rupicola rupicola";"(Linnaeus, 1766)";"SA : n Amazonia";;;;"Гребенечуб гвіанський"
16123;16124;;"Guianan Red Cotinga";"Phoenicircus carnifex";"(Linnaeus, 1758)";"SA : ne Amazonia";;;;"Кармінник східний"
16123;16125;;"Black-necked Red Cotinga";"Phoenicircus nigricollis";"Swainson, 1832";"SA : w, sc Amazonia";;;;"Кармінник західний"
16126;16127;;"White-cheeked Cotinga";"Zaratornis stresemanni";"Koepcke, 1954";"SA : w Peru";;;;"Андець плямистий"
16128;16129;;"Rufous-tailed Plantcutter";"Phytotoma rara";"Molina, 1782";"SA : Chile, w Argentina";;;;"Рара рудохвоста"
16128;16130;;"Peruvian Plantcutter";"Phytotoma raimondii";"Taczanowski, 1883";"SA : nw Peru";;;;"Рара перуанська"
16128;16131;;"White-tipped Plantcutter";"Phytotoma rutila";"Vieillot, 1818";"SA : sc, se";;;;"Рара червоновола"
16134;16135;;"Swallow-tailed Cotinga";"Phibalura flavirostris";"Vieillot, 1816";"SA : se Brazil to e Paraguay and ne Argentina";;;;"Котинга вилохвоста"
16134;16136;;"Palkachupa Cotinga";"Phibalura boliviana";"Chapman, 1930";"SA: w Bolivia";;"AS, PL";"SACC 494 declined species status of P. boliviana as proposed by Brumfield et al. (2004) & Hennessy (2011); vote was 6/4 in favor of recognition. Berv & Prum (2014) found no molecular evidence supporting this split, however.";" "
16137;16138;;"Bay-vented Cotinga";"Doliornis sclateri";"Taczanowski, 1874";"SA : c Peru";;;;"Андець перуанський"
16137;16139;;"Chestnut-bellied Cotinga";"Doliornis remseni";"Robbins, Rosenberg, GH & Sornoza-Molina, 1994";"SA : Colombia, Ecuador";;;;"Андець рудочеревий"
16140;16141;;"Red-crested Cotinga";"Ampelion rubrocristatus";"(d'Orbigny & Lafresnaye, 1837)";"SA : w Venezuela to Bolivia";;;;"Андець чорний"
16140;16142;;"Chestnut-crested Cotinga";"Ampelion rufaxilla";"(Tschudi, 1844)";"SA : Colombia to Bolivia";;;;"Андець рудочубий"
16145;16146;;"Crimson Fruitcrow";"Haematoderus militaris";"(Shaw, 1792)";"SA : ne Amazonia";;;;"Плодоїд малиновий"
16147;16148;;"Purple-throated Fruitcrow";"Querula purpurata";"(Müller, PLS, 1776)";"MA, SA : s Nicaragua through Amazonia";;;;"Плодоїд пурпуровий"
16149;16150;;"Red-ruffed Fruitcrow";"Pyroderus scutatus";"(Shaw, 1792)";"SA : n, nw, e, se";;;;"Плодоїд рубінововолий"
16156;16157;;"Bare-necked Umbrellabird";"Cephalopterus glabricollis";"Gould, 1851";"MA : Costa Rica, Panama";;;;"Красочуб червоноволий"
16156;16158;;"Long-wattled Umbrellabird";"Cephalopterus penduliger";"Sclater, PL, 1859";"SA : Colombia, Ecuador";;;;"Красочуб еквадорський"
16156;16159;;"Amazonian Umbrellabird";"Cephalopterus ornatus";"Geoffroy Saint-Hilaire, É, 1809";"SA : w,c Amazonia";;;;"Красочуб білоокий"
16160;16161;;"Capuchinbird";"Perissocephalus tricolor";"(Müller, PLS, 1776)";"SA : ne Amazonia";;;;"Котинга-Капуцин "
16162;16163;;"Black-and-gold Cotinga";"Tijuca atra";"Férussac, 1829";"SA : se Brazil";;;;"Косовець золотокрилий"
16162;16164;;"Grey-winged Cotinga";"Tijuca condita";"Snow, 1980";"SA : se Brazil";;;;"Косовець оливковий"
16165;16166;;"Rufous Piha";"Lipaugus unirufus";"Sclater, PL, 1860";"MA, SA : s Mexico to nw Ecuador";;;;"Пига руда"
16165;16169;;"Cinnamon-vented Piha";"Lipaugus lanioides";"(Lesson, R, 1844)";"SA : se Brazil";;;;"Пига бразильська"
16165;16170;;"Rose-collared Piha";"Lipaugus streptophorus";"(Salvin & Godman, 1884)";"SA : Tepuis";;;;"Пига рожевошия"
16165;16171;;"Screaming Piha";"Lipaugus vociferans";"(zu Wied-Neuwied, 1820)";"SA : Amazonia, e Brazil";;;;"Пига гаянська"
16165;16172;;"Dusky Piha";"Lipaugus fuscocinereus";"(Lafresnaye, 1843)";"SA : Colombia to Peru";;;;"Пига довгохвоста"
16165;16173;;"Scimitar-winged Piha";"Lipaugus uropygialis";"(Sclater, PL & Salvin, 1876)";"SA : se Peru, Bolivia";;;;"Пига рудогуза"
16165;16174;;"Chestnut-capped Piha";"Lipaugus weberi";"Cuervo, Salaman, Donegan & Ochoa, 2001";"SA : nw Colombia";;;"Recently described species: Cuervo et al., 2001.";"Пига рудоголова"
16175;16176;;"White Bellbird";"Procnias albus";"(Hermann, 1783)";"SA : ne Amazonia";;;;"Арапонга біла"
16175;16179;;"Three-wattled Bellbird";"Procnias tricarunculatus";"(Verreaux, J & Verreaux, E, 1853)";"MA : Honduras to Panama";;;;"Арапонга руда"
16175;16180;;"Bare-throated Bellbird";"Procnias nudicollis";"(Vieillot, 1817)";"SA : e Brazil to e Paraguay, s Brazil and ne Argentina";;;;"Арапонга голошия"
16175;16181;;"Bearded Bellbird";"Procnias averano";"(Hermann, 1783)";"SA : n, e";;;;"Арапонга чорнокрила"
16184;16185;;"Plum-throated Cotinga";"Cotinga maynana";"(Linnaeus, 1766)";"SA : w Amazonia";;;;"Котинга жовтоока"
16184;16186;;"Spangled Cotinga";"Cotinga cayana";"(Linnaeus, 1766)";"SA : Amazonia";;;;"Котинга бірюзова"
16184;16187;;"Lovely Cotinga";"Cotinga amabilis";"Gould, 1857";"MA : se Mexico to Costa Rica";;;;"Котинга мексиканська"
16184;16188;;"Blue Cotinga";"Cotinga nattererii";"(Boissonneau, 1840)";"MA, SA : Panama to nw Ecuador";;;;"Котинга венесуельська"
16184;16189;;"Turquoise Cotinga";"Cotinga ridgwayi";"Ridgway, 1887";"MA : Costa Rica, Panama";;;;"Котинга панамська"
16184;16190;;"Banded Cotinga";"Cotinga maculata";"(Müller, PLS, 1776)";"SA : se Brazil";;;;"Котинга смугастовола"
16184;16191;;"Purple-breasted Cotinga";"Cotinga cotinga";"(Linnaeus, 1766)";"SA : ne Amazonia";;;;"Котинга пурпурова"
16192;16193;;"Purple-throated Cotinga";"Porphyrolaema porphyrolaema";"(Deville & Sclater, PL, 1852)";"SA : w, sc Amazonia";;;;"Котинга білочерева"
16194;16195;;"Black-faced Cotinga";"Conioptilon mcilhennyi";"Lowery & O'Neill, 1966";"SA : sw Amazonia";;;;"Котинга чорнощока"
16196;16197;;"Bare-necked Fruitcrow";"Gymnoderus foetidus";"(Linnaeus, 1758)";"SA : Amazonia";;;;"Плодоїд голошиїй"
16198;16199;;"Pompadour Cotinga";"Xipholena punicea";"(Pallas, 1764)";"SA : Amazonia";;;;"Котинга-Білокрил амарантова"
16198;16200;;"White-tailed Cotinga";"Xipholena lamellipennis";"(Lafresnaye, 1839)";"SA : se Amazonia";;;;"Котинга-Білокрил бразильська"
16198;16201;;"White-winged Cotinga";"Xipholena atropurpurea";"(zu Wied-Neuwied, 1820)";"SA : e Brazil";;;;"Котинга-Білокрил південна"
16202;16203;;"Black-tipped Cotinga";"Carpodectes hopkei";"von Berlepsch, 1897";"MA, SA : sw Panama to nw Ecuador";;;;"Блаватник чорнодзьобий"
16202;16204;;"Yellow-billed Cotinga";"Carpodectes antoniae";"Ridgway, 1884";"MA : Costa Rica, Panama";;;;"Блаватник жовтодзьобий"
16202;16205;;"Snowy Cotinga";"Carpodectes nitidus";"Salvin, 1865";"MA : sw Honduras to w Panama";;;;"Блаватник сіродзьобий"
16208;16209;;"Dwarf Tyrant-Manakin";"Tyranneutes stolzmanni";"(Hellmayr, 1906)";"SA : w, s Amazonia";;"ENG";"Change English name of Tyranneutes stolzmanni, a manakin, from Dwarf Tyranneutes to Dwarf Tyrant-Manakin (SACC).";"Манакін-Стрибун карликовий"
16208;16210;;"Tiny Tyrant-Manakin";"Tyranneutes virescens";"(Pelzeln, 1868)";"SA : ne Amazonia";;"ENG";"Change English name of Tyranneutes virescens, a manakin, from Tiny Tyranneutes to Tiny Tyrant-Manakin (SACC).";"Манакін-Стрибун крихітний"
16211;16212;;"Saffron-crested Tyrant-Manakin";"Neopelma chrysocephalum";"(Pelzeln, 1868)";"SA : n Amazonia";;"ENG";"Change English name of Neopelma chrysocephalum, a manakin, from Saffron-crested Neopelma to Saffron-crested Tyrant-Manakin (SACC).";"Манакін-Вертун золоточубий"
